video_id,comment_id,is_reply,reply_to,comment_lenght,comment,author,channel_id,comment_publishedAt,seconds_after_video,seconds_after_comment,subscriberCount,videoCount,viewCount,bot
aAPuYlvy5bA,UCcau5yqgKfnQ4cGBeFp1NyQ_1175,1,UCQ_I_QjRxQDqmNCIQ8sGt_Q_1174,61,,@jonasandrade6789,UCcau5yqgKfnQ4cGBeFp1NyQ,2025-06-20T22:10:15Z,380,246,0,0,0,0
aAPuYlvy5bA,UCE9BBcU_1-5Bh6zc8dUTIaA_1176,1,UCQ_I_QjRxQDqmNCIQ8sGt_Q_1174,61,,@fpego,UCE9BBcU_1-5Bh6zc8dUTIaA,2025-06-20T22:12:25Z,510,376,794,118,341110,0
aAPuYlvy5bA,UCDzkj3648OBZAEtdI-5sctQ_1177,1,UCQ_I_QjRxQDqmNCIQ8sGt_Q_1174,61,,@clarinhamig_2335,UCDzkj3648OBZAEtdI-5sctQ,2025-06-21T05:23:18Z,26363,26229,21,0,0,0
aAPuYlvy5bA,UCThrTpDFdqDva7t4T4ALKLg_1178,0,,48,,@fabioferreira3761,UCThrTpDFdqDva7t4T4ALKLg,2025-06-20T22:05:54Z,119,,8,0,0,0
aAPuYlvy5bA,UCA7kVoaqaPNQetvDnvwA13Q_1179,1,UCThrTpDFdqDva7t4T4ALKLg_1178,48,,@Gilberto_esperto,UCA7kVoaqaPNQetvDnvwA13Q,2025-06-20T22:37:04Z,1989,1870,2,0,0,0
aAPuYlvy5bA,UCThrTpDFdqDva7t4T4ALKLg_1180,1,UCThrTpDFdqDva7t4T4ALKLg_1178,48,,@fabioferreira3761,UCThrTpDFdqDva7t4T4ALKLg,2025-06-20T22:55:39Z,3104,2985,8,0,0,0
aAPuYlvy5bA,UCIYyO7ndK7lodTOiAmGNkoA_1181,0,,56,,@Dollynho_homem,UCIYyO7ndK7lodTOiAmGNkoA,2025-06-20T22:05:09Z,74,,3,0,0,0
aAPuYlvy5bA,UClOPWnxSHfrKZkbwoodfxDg_1182,1,UCIYyO7ndK7lodTOiAmGNkoA_1181,56,,@lukasvasques668,UClOPWnxSHfrKZkbwoodfxDg,2025-06-20T22:13:57Z,602,528,1,0,0,0
aAPuYlvy5bA,UCgW6eseUsOuB0DyjwABxiyA_1183,0,,192,,@Cynthia3amores,UCgW6eseUsOuB0DyjwABxiyA,2025-06-20T22:04:58Z,63,,31,5,3705,0
aAPuYlvy5bA,UCE9BBcU_1-5Bh6zc8dUTIaA_1184,1,UCgW6eseUsOuB0DyjwABxiyA_1183,192,,@fpego,UCE9BBcU_1-5Bh6zc8dUTIaA,2025-06-20T22:08:43Z,288,225,794,118,341110,0
aAPuYlvy5bA,UCcj1z4i3A7_M34ht0VEzOeA_1185,1,UCgW6eseUsOuB0DyjwABxiyA_1183,192,,@dualidadegeminiana6777,UCcj1z4i3A7_M34ht0VEzOeA,2025-06-20T22:10:39Z,404,341,4,0,0,0
aAPuYlvy5bA,UC0X8FrEQ9PnXtg91lzNWxzg_1186,1,UCgW6eseUsOuB0DyjwABxiyA_1183,192,,@andreizinho_01,UC0X8FrEQ9PnXtg91lzNWxzg,2025-06-20T23:07:24Z,3809,3746,0,0,0,0
aAPuYlvy5bA,UCADXpBlq5qPHh2QkPVfOgOw_1187,0,,27,,@joelzzux,UCADXpBlq5qPHh2QkPVfOgOw,2025-06-20T22:04:34Z,39,,76,27,35885,0
aAPuYlvy5bA,UCwOwCBj7LEIPHZHXad__pmQ_1188,1,UCADXpBlq5qPHh2QkPVfOgOw_1187,27,,@Alves1p,UCwOwCBj7LEIPHZHXad__pmQ,2025-06-20T22:07:00Z,185,146,0,0,0,0
aAPuYlvy5bA,UCysp7PCRK3U0ZOURfYAM2ew_1189,1,UCADXpBlq5qPHh2QkPVfOgOw_1187,27,,@CristhianDaSilva-s5v8p,UCysp7PCRK3U0ZOURfYAM2ew,2025-06-20T22:21:20Z,1045,1006,0,0,0,0
fK_Mfk34bLU,UCW-sCGirfVnIwTXWlQEOM8g_1190,0,,82,,@personal_homero,UCW-sCGirfVnIwTXWlQEOM8g,2025-06-11T20:28:55Z,253480,,790,154,690004,0
fK_Mfk34bLU,UCW-sCGirfVnIwTXWlQEOM8g_1191,1,UCW-sCGirfVnIwTXWlQEOM8g_1190,82,,@personal_homero,UCW-sCGirfVnIwTXWlQEOM8g,2025-06-21T01:06:19Z,1047724,794244,790,154,690004,0
fK_Mfk34bLU,UCCG5N7Ft-SA2A-0ggJq4TbA_1192,0,,47,,@Anonimo-nu8fb,UCCG5N7Ft-SA2A-0ggJq4TbA,2025-06-10T14:25:49Z,145294,,4,1,5,0
fK_Mfk34bLU,UCCG5N7Ft-SA2A-0ggJq4TbA_1193,1,UCCG5N7Ft-SA2A-0ggJq4TbA_1192,47,,@Anonimo-nu8fb,UCCG5N7Ft-SA2A-0ggJq4TbA,2025-06-10T14:25:56Z,145301,7,4,1,5,0
fK_Mfk34bLU,UCCG5N7Ft-SA2A-0ggJq4TbA_1194,1,UCCG5N7Ft-SA2A-0ggJq4TbA_1192,47,,@Anonimo-nu8fb,UCCG5N7Ft-SA2A-0ggJq4TbA,2025-06-10T14:25:59Z,145304,10,4,1,5,0
fK_Mfk34bLU,UCCG5N7Ft-SA2A-0ggJq4TbA_1195,1,UCCG5N7Ft-SA2A-0ggJq4TbA_1192,47,,@Anonimo-nu8fb,UCCG5N7Ft-SA2A-0ggJq4TbA,2025-06-10T14:26:05Z,145310,16,4,1,5,0
fK_Mfk34bLU,UCCG5N7Ft-SA2A-0ggJq4TbA_1196,1,UCCG5N7Ft-SA2A-0ggJq4TbA_1192,47,,@Anonimo-nu8fb,UCCG5N7Ft-SA2A-0ggJq4TbA,2025-06-10T14:26:09Z,145314,20,4,1,5,0
fK_Mfk34bLU,UCCG5N7Ft-SA2A-0ggJq4TbA_1197,1,UCCG5N7Ft-SA2A-0ggJq4TbA_1192,47,,@Anonimo-nu8fb,UCCG5N7Ft-SA2A-0ggJq4TbA,2025-06-10T14:26:15Z,145320,26,4,1,5,0
fK_Mfk34bLU,UCDCWZDAM3tO4JTwyU7t8-ig_1198,0,,263,,@marcbrabos,UCDCWZDAM3tO4JTwyU7t8-ig,2025-06-09T02:42:04Z,16669,,0,6,113,0
fK_Mfk34bLU,UCWRWX4rp8x21BLv32oZH9GQ_1199,1,UCDCWZDAM3tO4JTwyU7t8-ig_1198,263,,@BRSaxo,UCWRWX4rp8x21BLv32oZH9GQ,2025-06-09T09:08:06Z,39831,23162,9,14,3622,0
fK_Mfk34bLU,UCiBi_LBgRUGW-VD4r7XIfXg_1200,0,,236,,@lucas_2358,UCiBi_LBgRUGW-VD4r7XIfXg,2025-06-09T02:41:27Z,16632,,57,0,0,0
fK_Mfk34bLU,UCO08vCYa7vPWmokfEru3lAA_1201,1,UCiBi_LBgRUGW-VD4r7XIfXg_1200,236,,@lucavasconcelos2788,UCO08vCYa7vPWmokfEru3lAA,2025-06-09T06:57:13Z,31978,15346,0,0,0,0
fK_Mfk34bLU,UC8K1MxLr1dCJyXqzBq3BThQ_1202,1,UCiBi_LBgRUGW-VD4r7XIfXg_1200,236,,@Mr.corvo0,UC8K1MxLr1dCJyXqzBq3BThQ,2025-06-11T20:17:10Z,252775,236143,11,6,1817,0
fK_Mfk34bLU,UCT3Fj43iMkQ-bakiqXizi-A_1203,1,UCiBi_LBgRUGW-VD4r7XIfXg_1200,236,,@fernandoleoj,UCT3Fj43iMkQ-bakiqXizi-A,2025-06-15T23:39:19Z,610504,593872,35,2,2756,0
fK_Mfk34bLU,UCMveh1gAsiwr7RVPWyWyirQ_1204,1,UCiBi_LBgRUGW-VD4r7XIfXg_1200,236,,@anewdavez,UCMveh1gAsiwr7RVPWyWyirQ,2025-06-17T14:39:28Z,750913,734281,45,182,6349,0
fK_Mfk34bLU,UCOj24Gi5IzzkLTyQpIxzzkA_1205,0,,116,,@shapedesconhecido,UCOj24Gi5IzzkLTyQpIxzzkA,2025-06-09T02:35:58Z,16303,,25,0,0,0
fK_Mfk34bLU,UCGjzxJO9x0sFrzIE6e41kwA_1206,1,UCOj24Gi5IzzkLTyQpIxzzkA_1205,116,,@luizeduardomedeiros2308,UCGjzxJO9x0sFrzIE6e41kwA,2025-06-14T14:01:25Z,489430,473127,1,0,0,0
fK_Mfk34bLU,UCQfMd2bbrDp1p2ipQhOpecw_1207,0,,91,,@obedemapele2812,UCQfMd2bbrDp1p2ipQhOpecw,2025-06-09T02:34:46Z,16231,,1,0,0,0
fK_Mfk34bLU,UCWRWX4rp8x21BLv32oZH9GQ_1208,1,UCQfMd2bbrDp1p2ipQhOpecw_1207,91,,@BRSaxo,UCWRWX4rp8x21BLv32oZH9GQ,2025-06-09T09:03:29Z,39554,23323,9,14,3622,0
fK_Mfk34bLU,UCIpgp6KUhZVSsEq4S3YGBzQ_1209,0,,61,,@yago3832,UCIpgp6KUhZVSsEq4S3YGBzQ,2025-06-09T02:34:00Z,16185,,10,7,94,0
fK_Mfk34bLU,UCdTxw1npcuCVd4vOoVCWKCg_1210,1,UCIpgp6KUhZVSsEq4S3YGBzQ_1209,61,,@ciborguex5023,UCdTxw1npcuCVd4vOoVCWKCg,2025-06-09T17:14:20Z,69005,52820,2,0,0,0
fK_Mfk34bLU,UCH6JX-n8xHUxYKweymwaLpw_1211,0,,138,,@QIMedioBrasileiro,UCH6JX-n8xHUxYKweymwaLpw,2025-06-09T02:00:00Z,14145,,100,0,0,0
fK_Mfk34bLU,UCZClcqXmSIKwJMviIAgchqg_1212,1,UCH6JX-n8xHUxYKweymwaLpw_1211,138,,@Bfrhub1910,UCZClcqXmSIKwJMviIAgchqg,2025-06-09T02:09:52Z,14737,592,0,0,0,0
fK_Mfk34bLU,UC3XV-dGWmFfipAXEF9I9JVQ_1213,0,,89,,@joaopedrolarocamuller7043,UC3XV-dGWmFfipAXEF9I9JVQ,2025-06-09T01:49:23Z,13508,,22,0,0,0
fK_Mfk34bLU,UCG9TNszVER2I_9ACffEOioQ_1214,1,UC3XV-dGWmFfipAXEF9I9JVQ_1213,89,,@riTzySAMP,UCG9TNszVER2I_9ACffEOioQ,2025-06-09T16:18:58Z,65683,52175,456,14,11143,0
fK_Mfk34bLU,UCIQeJnQ6mEt5k5Mm6iWFWBg_1215,1,UC3XV-dGWmFfipAXEF9I9JVQ_1213,89,,@noxsey,UCIQeJnQ6mEt5k5Mm6iWFWBg,2025-06-09T17:10:29Z,68774,55266,1490,99,25632,0
fK_Mfk34bLU,UCu4PlNip1a0Ly8WC7AZhBjg_1216,1,UC3XV-dGWmFfipAXEF9I9JVQ_1213,89,,@williamsfreitas5294,UCu4PlNip1a0Ly8WC7AZhBjg,2025-06-10T21:38:08Z,171233,157725,0,0,0,0
fK_Mfk34bLU,UCejTJLCjMGX0c_qkg8TfqNA_1217,1,UC3XV-dGWmFfipAXEF9I9JVQ_1213,89,,@isaacalves836,UCejTJLCjMGX0c_qkg8TfqNA,2025-06-15T15:46:20Z,582125,568617,0,0,0,0
fK_Mfk34bLU,UC1uUntbD-_9u3GZAPi5O_LQ_1218,1,UC3XV-dGWmFfipAXEF9I9JVQ_1213,89,,@canalanimeiro4441,UC1uUntbD-_9u3GZAPi5O_LQ,2025-06-15T15:51:10Z,582415,568907,174,8,9115,0
fK_Mfk34bLU,UC90YBGsVBbDdMmZhoDaGzPQ_1219,0,,62,,@virlan_olive99,UC90YBGsVBbDdMmZhoDaGzPQ,2025-06-09T01:05:20Z,10865,,0,0,0,0
fK_Mfk34bLU,UCLgQ_6cI75AIRxYS_b-7Pjw_1220,1,UC90YBGsVBbDdMmZhoDaGzPQ_1219,62,,@ExperienciasMaluca,UCLgQ_6cI75AIRxYS_b-7Pjw,2025-06-09T02:00:07Z,14152,3287,2120,24,436624,0
fK_Mfk34bLU,UCvw-WuRO0ha_eazXdbUfZOw_1221,0,,115,,@MotivaçãoDiáriaBrazil,UCvw-WuRO0ha_eazXdbUfZOw,2025-06-09T00:55:05Z,10250,,1,3,8,0
fK_Mfk34bLU,UCGxN1oONPFdO0C3YL5_kuAw_1222,1,UCvw-WuRO0ha_eazXdbUfZOw_1221,115,,@LevinoNeto1996,UCGxN1oONPFdO0C3YL5_kuAw,2025-06-09T15:31:04Z,62809,52559,0,0,0,0
fK_Mfk34bLU,UCshIoFBfxDRws4xjh2dJd9w_1223,1,UCvw-WuRO0ha_eazXdbUfZOw_1221,115,,@jhon1622,UCshIoFBfxDRws4xjh2dJd9w,2025-06-09T16:09:59Z,65144,54894,15,0,0,0
fK_Mfk34bLU,UC-lNFyG3opR85l1yyjQPm_A_1224,1,UCvw-WuRO0ha_eazXdbUfZOw_1221,115,,@bjsmendonca,UC-lNFyG3opR85l1yyjQPm_A,2025-06-09T17:15:47Z,69092,58842,0,0,0,0
fK_Mfk34bLU,UCyFDyMDfpdXLwAtWRDRbQyg_1225,1,UCvw-WuRO0ha_eazXdbUfZOw_1221,115,,@rafaelrodriguesdacruz5315,UCyFDyMDfpdXLwAtWRDRbQyg,2025-06-14T21:10:27Z,515172,504922,4,0,0,0
fK_Mfk34bLU,UCshIoFBfxDRws4xjh2dJd9w_1226,0,,125,,@jhon1622,UCshIoFBfxDRws4xjh2dJd9w,2025-06-09T00:44:44Z,9629,,15,0,0,0
fK_Mfk34bLU,UCXahVR9p91ihyDY7UXoexGg_1227,1,UCshIoFBfxDRws4xjh2dJd9w_1226,125,,@micheltronchoni4347,UCXahVR9p91ihyDY7UXoexGg,2025-06-10T00:14:02Z,94187,84558,4,2,27,0
fK_Mfk34bLU,UCWF6bkHaYcY_bybpGXaUJ5g_1228,0,,61,,@jhonatanmesquita1485,UCWF6bkHaYcY_bybpGXaUJ5g,2025-06-09T00:33:57Z,8982,,0,0,0,0
fK_Mfk34bLU,UC1eM9iF4xEkfi8aRPYwcMbw_1229,1,UCWF6bkHaYcY_bybpGXaUJ5g_1228,61,,@hencastros,UC1eM9iF4xEkfi8aRPYwcMbw,2025-06-09T04:41:22Z,23827,14845,6,1,385,0
fK_Mfk34bLU,UClFyVde16IKle26ijMfxN_Q_1230,0,,119,,@AntonioAndrade-fe8dv,UClFyVde16IKle26ijMfxN_Q,2025-06-09T00:29:37Z,8722,,27,3,17,0
fK_Mfk34bLU,UCJmDVeknZeDfqmJz_ep0pPQ_1231,1,UClFyVde16IKle26ijMfxN_Q_1230,119,,@KarlosDanniel-m8f,UCJmDVeknZeDfqmJz_ep0pPQ,2025-06-10T02:48:40Z,103465,94743,1,0,0,0
fK_Mfk34bLU,UC-7lPmOInLhC9ecrFE11_Iw_1232,1,UClFyVde16IKle26ijMfxN_Q_1230,119,,@big_migas,UC-7lPmOInLhC9ecrFE11_Iw,2025-06-11T15:39:32Z,236117,227395,4,0,0,0
fK_Mfk34bLU,UCJmDVeknZeDfqmJz_ep0pPQ_1233,1,UClFyVde16IKle26ijMfxN_Q_1230,119,,@KarlosDanniel-m8f,UCJmDVeknZeDfqmJz_ep0pPQ,2025-06-11T17:16:33Z,241938,233216,1,0,0,0
fK_Mfk34bLU,UCuuAz2SrH-H4JXqmmsICgzA_1234,0,,103,,@oslajunior,UCuuAz2SrH-H4JXqmmsICgzA,2025-06-09T00:19:22Z,8107,,0,0,0,0
fK_Mfk34bLU,UCGpHOWDMpfeIQ9fUYpORB6A_1235,1,UCuuAz2SrH-H4JXqmmsICgzA_1234,103,,@mariolima8890,UCGpHOWDMpfeIQ9fUYpORB6A,2025-06-09T12:12:39Z,50904,42797,0,0,0,0
fK_Mfk34bLU,UCuuAz2SrH-H4JXqmmsICgzA_1236,1,UCuuAz2SrH-H4JXqmmsICgzA_1234,103,,@oslajunior,UCuuAz2SrH-H4JXqmmsICgzA,2025-06-09T14:58:19Z,60844,52737,0,0,0,0
fK_Mfk34bLU,UCGpHOWDMpfeIQ9fUYpORB6A_1237,1,UCuuAz2SrH-H4JXqmmsICgzA_1234,103,,@mariolima8890,UCGpHOWDMpfeIQ9fUYpORB6A,2025-06-09T15:28:19Z,62644,54537,0,0,0,0
fK_Mfk34bLU,UCetnBHGF2W0uxgl4FdDbM4g_1238,0,,39,,@igorimoveis,UCetnBHGF2W0uxgl4FdDbM4g,2025-06-09T00:17:24Z,7989,,10,13,4623,0
fK_Mfk34bLU,UCQJ8IWhKIAuREhErKIN6Vvg_1239,1,UCetnBHGF2W0uxgl4FdDbM4g_1238,39,,@widerlan,UCQJ8IWhKIAuREhErKIN6Vvg,2025-06-09T01:59:16Z,14101,6112,6,5,841,0
fK_Mfk34bLU,UCDeVpPDpvJJSgaSlQR2FRdw_1240,0,,290,,@AdemarFerrarine,UCDeVpPDpvJJSgaSlQR2FRdw,2025-06-09T00:09:51Z,7536,,0,0,0,0
fK_Mfk34bLU,UC04bwep7yab65B2DCG1Y8yA_1241,1,UCDeVpPDpvJJSgaSlQR2FRdw_1240,290,,@ok.mariaisabel,UC04bwep7yab65B2DCG1Y8yA,2025-06-09T00:23:40Z,8365,829,48,3,375,0
fK_Mfk34bLU,UCyjpYY7xO3HHuG68a5R94eA_1242,0,,59,,@nickfeeling,UCyjpYY7xO3HHuG68a5R94eA,2025-06-09T00:08:13Z,7438,,91,1,7093,0
fK_Mfk34bLU,UC7nal6DFUwXqNAuyHB6jmYg_1243,1,UCyjpYY7xO3HHuG68a5R94eA_1242,59,,@vitorcandido3601,UC7nal6DFUwXqNAuyHB6jmYg,2025-06-12T17:07:53Z,327818,320380,0,2,13,0
fK_Mfk34bLU,UCkqIcVjGa-mcbS4xGuEmOaA_1244,0,,15,,@Eduardoreidigital,UCkqIcVjGa-mcbS4xGuEmOaA,2025-06-08T23:57:26Z,6791,,10,0,0,0
fK_Mfk34bLU,UCkqIcVjGa-mcbS4xGuEmOaA_1245,1,UCkqIcVjGa-mcbS4xGuEmOaA_1244,15,,@Eduardoreidigital,UCkqIcVjGa-mcbS4xGuEmOaA,2025-06-08T23:57:55Z,6820,29,10,0,0,0
fK_Mfk34bLU,UC4b4Ijyp1TxMaIQpWnf1AuQ_1246,0,,29,,@daniloalves4863,UC4b4Ijyp1TxMaIQpWnf1AuQ,2025-06-08T23:56:01Z,6706,,1,0,0,0
fK_Mfk34bLU,UCWRWX4rp8x21BLv32oZH9GQ_1247,1,UC4b4Ijyp1TxMaIQpWnf1AuQ_1246,29,,@BRSaxo,UCWRWX4rp8x21BLv32oZH9GQ,2025-06-09T09:05:22Z,39667,32961,9,14,3622,0
fK_Mfk34bLU,UC4b4Ijyp1TxMaIQpWnf1AuQ_1248,1,UC4b4Ijyp1TxMaIQpWnf1AuQ_1246,29,,@daniloalves4863,UC4b4Ijyp1TxMaIQpWnf1AuQ,2025-06-10T19:31:28Z,163633,156927,1,0,0,0
fK_Mfk34bLU,UCAL1IIGw0t66qqfqQw5eWLA_1249,0,,48,,@canaldoje87,UCAL1IIGw0t66qqfqQw5eWLA,2025-06-08T23:48:08Z,6233,,8,1,37,0
fK_Mfk34bLU,UCn1BwuhEJVeZ26_8yzkMKxw_1250,1,UCAL1IIGw0t66qqfqQw5eWLA_1249,48,,@thalessantos6180,UCn1BwuhEJVeZ26_8yzkMKxw,2025-06-08T23:52:38Z,6503,270,1,0,0,0
fK_Mfk34bLU,UCXe3xlfwMJ4kML3vZj7yeAw_1251,0,,127,,@mobilisticos,UCXe3xlfwMJ4kML3vZj7yeAw,2025-06-08T23:44:15Z,6000,,7900,21,3324436,0
fK_Mfk34bLU,UCVrGhYpiqF4--Qlvnbqf2Hw_1252,1,UCXe3xlfwMJ4kML3vZj7yeAw_1251,127,,@christopherribeiro3241,UCVrGhYpiqF4--Qlvnbqf2Hw,2025-06-09T01:56:01Z,13906,7906,0,0,0,0
fK_Mfk34bLU,UC3qHsTsxkFnk3Upl145Nlsg_1253,0,,316,,@PedroMucelin,UC3qHsTsxkFnk3Upl145Nlsg,2025-06-08T23:34:42Z,5427,,0,0,0,0
fK_Mfk34bLU,UCsUOMjM0LKxEnmbFkO9y16A_1254,1,UC3qHsTsxkFnk3Upl145Nlsg_1253,316,,@andresaaquino73,UCsUOMjM0LKxEnmbFkO9y16A,2025-06-09T01:34:28Z,12613,7186,0,0,0,0
fK_Mfk34bLU,UC9sJDD96h6EcdSDq5nlk29Q_1255,1,UC3qHsTsxkFnk3Upl145Nlsg_1253,316,,@gabrielfaria4006,UC9sJDD96h6EcdSDq5nlk29Q,2025-06-09T07:18:57Z,33282,27855,2,0,0,0
fK_Mfk34bLU,UCNPFLQITyI8pyozXM26P69w_1256,0,,25,,@oscoiotes31,UCNPFLQITyI8pyozXM26P69w,2025-06-08T23:21:34Z,4639,,6,0,0,0
fK_Mfk34bLU,UCUdBvO75yZ0Wf4jqWHvWS7A_1257,1,UCNPFLQITyI8pyozXM26P69w_1256,25,,@Alanzin005,UCUdBvO75yZ0Wf4jqWHvWS7A,2025-06-08T23:32:40Z,5305,666,1,0,0,0
fK_Mfk34bLU,UCNPFLQITyI8pyozXM26P69w_1258,1,UCNPFLQITyI8pyozXM26P69w_1256,25,,@oscoiotes31,UCNPFLQITyI8pyozXM26P69w,2025-06-08T23:54:44Z,6629,1990,6,0,0,0
fK_Mfk34bLU,UCJJUMVZ5iPETj0LwoqFPZAA_1259,0,,34,,@wellingtonnovais5413,UCJJUMVZ5iPETj0LwoqFPZAA,2025-06-08T23:20:05Z,4550,,0,0,0,0
fK_Mfk34bLU,UCXMpqpafYhXk0dgAylIu9IA_1260,1,UCJJUMVZ5iPETj0LwoqFPZAA_1259,34,,@SupremaciaGamer,UCXMpqpafYhXk0dgAylIu9IA,2025-06-08T23:36:21Z,5526,976,79,113,11613,0
fK_Mfk34bLU,UCigOJEozmkApkPd83-OxsZQ_1261,0,,86,,@denajunior,UCigOJEozmkApkPd83-OxsZQ,2025-06-08T23:09:55Z,3940,,41,12,4829,0
fK_Mfk34bLU,UCOpUouTZpabTsejQza93ifg_1262,1,UCigOJEozmkApkPd83-OxsZQ_1261,86,,@youngplacido2000,UCOpUouTZpabTsejQza93ifg,2025-06-10T07:16:33Z,119538,115598,17,0,0,0
fK_Mfk34bLU,UCp0as2awufU4fWkMt56eFBA_1263,0,,91,,@LuizFelipeCanal,UCp0as2awufU4fWkMt56eFBA,2025-06-08T23:07:51Z,3816,,5,5,47,0
fK_Mfk34bLU,UCDd2yvVRuUvVbodJiiiirPw_1264,1,UCp0as2awufU4fWkMt56eFBA_1263,91,,@oescolhido2025,UCDd2yvVRuUvVbodJiiiirPw,2025-06-09T01:56:17Z,13922,10106,3690,88,185244,0
fK_Mfk34bLU,UChj4rmW7NZAcoRCMObFyHTQ_1265,1,UCp0as2awufU4fWkMt56eFBA_1263,91,,@nroza1852,UChj4rmW7NZAcoRCMObFyHTQ,2025-06-09T12:55:21Z,53466,49650,3,0,0,0
fK_Mfk34bLU,UCCCka6sm1bOPEdYGOcdNaxg_1266,0,,92,,@gilvanribeiro4791,UCCCka6sm1bOPEdYGOcdNaxg,2025-06-08T23:02:43Z,3508,,2,0,0,0
fK_Mfk34bLU,UCQjiJodJRcTsJ0xBr0bSHiQ_1267,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@Kaiquecosta3,UCQjiJodJRcTsJ0xBr0bSHiQ,2025-06-08T23:12:47Z,4112,604,27,1,4082,0
fK_Mfk34bLU,UCFVtR72PdnBZDNBJrfCs90g_1268,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@PedroAlisson-h9w,UCFVtR72PdnBZDNBJrfCs90g,2025-06-09T00:20:46Z,8191,4683,0,0,0,0
fK_Mfk34bLU,UC_wO1SPz3TEsJHlBkUrkUOw_1269,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@NeuzaTavares-u4n,UC_wO1SPz3TEsJHlBkUrkUOw,2025-06-09T00:29:57Z,8742,5234,0,0,0,0
fK_Mfk34bLU,UCRq-yKDwbRfcZI4726uxSMQ_1270,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@viniporto96,UCRq-yKDwbRfcZI4726uxSMQ,2025-06-09T00:44:03Z,9588,6080,5,0,0,0
fK_Mfk34bLU,UCGOs86qjeqeyrCQ42k_NUfw_1271,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@rafaelsantiago3952,UCGOs86qjeqeyrCQ42k_NUfw,2025-06-09T00:49:46Z,9931,6423,1,1,18,0
fK_Mfk34bLU,UCCCka6sm1bOPEdYGOcdNaxg_1272,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@gilvanribeiro4791,UCCCka6sm1bOPEdYGOcdNaxg,2025-06-09T01:23:05Z,11930,8422,2,0,0,0
fK_Mfk34bLU,UCubhgmr38vM85ULmYhPe9Gg_1273,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@KatrielGS,UCubhgmr38vM85ULmYhPe9Gg,2025-06-09T01:28:02Z,12227,8719,4,6,928,0
fK_Mfk34bLU,UCDsuyjZIHico8VPV8ASZk-A_1274,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@carlosrobertocosta5488,UCDsuyjZIHico8VPV8ASZk-A,2025-06-09T03:00:06Z,17751,14243,55,4,7653,0
fK_Mfk34bLU,UCQjiJodJRcTsJ0xBr0bSHiQ_1275,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@Kaiquecosta3,UCQjiJodJRcTsJ0xBr0bSHiQ,2025-06-09T03:19:46Z,18931,15423,27,1,4082,0
fK_Mfk34bLU,UCUgoeUkTEv3Io2BmAEMCDPw_1276,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@henrikrodrigues8559,UCUgoeUkTEv3Io2BmAEMCDPw,2025-06-09T13:14:15Z,54600,51092,23,1,4027,0
fK_Mfk34bLU,UCnt7bD93A9iLFQIevcEqfxQ_1277,1,UCCCka6sm1bOPEdYGOcdNaxg_1266,92,,@francescovirgolinii2957,UCnt7bD93A9iLFQIevcEqfxQ,2025-06-09T23:09:40Z,90325,86817,1,0,0,0
fK_Mfk34bLU,UChoIlj8LejgMwoxf1LvYX9Q_1278,0,,94,,@guilhermecorreia5071,UChoIlj8LejgMwoxf1LvYX9Q,2025-06-08T23:02:23Z,3488,,2,0,0,0
fK_Mfk34bLU,UC7_Zh-7s7e8lVtItMxrxm1Q_1279,1,UChoIlj8LejgMwoxf1LvYX9Q_1278,94,,@vyllermendes,UC7_Zh-7s7e8lVtItMxrxm1Q,2025-06-09T00:53:13Z,10138,6650,3600,354,1041320,0
fK_Mfk34bLU,UCjQrxXluqD_fTboNB_qyTBQ_1280,1,UChoIlj8LejgMwoxf1LvYX9Q_1278,94,,@williancunha265,UCjQrxXluqD_fTboNB_qyTBQ,2025-06-09T02:35:37Z,16282,12794,3,0,0,0
fK_Mfk34bLU,UC0-HhNJqSzM3nmGAHvz4uBQ_1281,1,UChoIlj8LejgMwoxf1LvYX9Q_1278,94,,@AquimanC,UC0-HhNJqSzM3nmGAHvz4uBQ,2025-06-09T15:32:05Z,62870,59382,11,0,0,0
fK_Mfk34bLU,UCYyt0fqj6eT2h4_ODNy2PJg_1282,1,UChoIlj8LejgMwoxf1LvYX9Q_1278,94,,@Marccossilvajr,UCYyt0fqj6eT2h4_ODNy2PJg,2025-06-10T02:17:12Z,101577,98089,3,0,0,0
fK_Mfk34bLU,UC_r-9Q92acQiIkDYIuOZ2uA_1283,1,UChoIlj8LejgMwoxf1LvYX9Q_1278,94,,@ofciguinho9252,UC_r-9Q92acQiIkDYIuOZ2uA,2025-06-10T05:37:30Z,113595,110107,48,2,1674,0
fK_Mfk34bLU,UCNPlYWpvRHT-JRj15McpLfg_1284,1,UChoIlj8LejgMwoxf1LvYX9Q_1278,94,,@CavaniRei,UCNPlYWpvRHT-JRj15McpLfg,2025-06-10T13:17:09Z,141174,137686,0,0,0,0
